shortwave_radiation,direct_radiation,diffuse_radiation,temperature_2m,windspeed_10m,date
156.0,10.7,151.0,8.5,13.3,2023-02-23 12:00:00
153.0,26.0,141.0,9.0,13.4,2023-02-23 13:00:00
151.0,38.5,135.0,9.0,13.7,2023-02-23 14:00:00
106.0,36.1,94.0,8.6,14.3,2023-02-23 15:00:00
70.0,27.5,64.0,7.7,17.7,2023-02-23 16:00:00
14.0,0.0,14.0,6.7,18.8,2023-02-23 17:00:00
0.0,0.0,0.0,6.0,17.7,2023-02-23 18:00:00
0.0,0.0,0.0,5.6,14.4,2023-02-23 19:00:00
0.0,0.0,0.0,5.4,11.5,2023-02-23 20:00:00
0.0,0.0,0.0,5.0,9.9,2023-02-23 21:00:00
0.0,0.0,0.0,3.7,8.8,2023-02-23 22:00:00
0.0,0.0,0.0,1.9,7.7,2023-02-23 23:00:00
0.0,0.0,0.0,0.6,8.3,2023-02-24 00:00:00
0.0,0.0,0.0,-0.6,9.5,2023-02-24 01:00:00
0.0,0.0,0.0,0.4,8.3,2023-02-24 02:00:00
0.0,0.0,0.0,0.7,9.4,2023-02-24 03:00:00
0.0,0.0,0.0,1.8,10.9,2023-02-24 04:00:00
0.0,0.0,0.0,2.8,12.3,2023-02-24 05:00:00
0.0,0.0,0.0,2.5,13.1,2023-02-24 06:00:00
1.0,0.0,1.0,3.2,15.3,2023-02-24 07:00:00
23.0,0.0,23.0,4.1,18.4,2023-02-24 08:00:00
39.0,0.0,39.0,4.8,20.4,2023-02-24 09:00:00
42.0,0.0,42.0,5.1,20.6,2023-02-24 10:00:00
63.0,0.0,63.0,5.3,20.9,2023-02-24 11:00:00
81.0,0.0,81.0,6.0,20.6,2023-02-24 12:00:00
181.0,75.0,146.0,8.0,18.9,2023-02-24 13:00:00
267.0,242.2,165.0,7.7,24.0,2023-02-24 14:00:00
268.0,541.2,85.0,7.2,24.7,2023-02-24 15:00:00
109.0,215.0,61.0,6.4,21.9,2023-02-24 16:00:00
31.0,78.0,22.0,5.8,21.0,2023-02-24 17:00:00
0.0,0.0,0.0,5.2,18.9,2023-02-24 18:00:00
0.0,0.0,0.0,4.7,16.7,2023-02-24 19:00:00
0.0,0.0,0.0,4.3,17.3,2023-02-24 20:00:00
0.0,0.0,0.0,4.0,17.3,2023-02-24 21:00:00
0.0,0.0,0.0,3.5,16.4,2023-02-24 22:00:00
0.0,0.0,0.0,3.1,16.3,2023-02-24 23:00:00
0.0,0.0,0.0,4.2,18.9,2023-02-25 00:00:00
0.0,0.0,0.0,3.8,18.4,2023-02-25 01:00:00
0.0,0.0,0.0,3.8,16.6,2023-02-25 02:00:00
0.0,0.0,0.0,3.7,15.5,2023-02-25 03:00:00
0.0,0.0,0.0,3.6,15.1,2023-02-25 04:00:00
0.0,0.0,0.0,3.6,15.4,2023-02-25 05:00:00
0.0,0.0,0.0,3.5,15.0,2023-02-25 06:00:00
3.0,16.2,2.0,3.3,16.3,2023-02-25 07:00:00
74.0,259.7,39.0,4.4,15.7,2023-02-25 08:00:00
189.0,394.9,87.0,5.4,20.5,2023-02-25 09:00:00
258.0,393.0,114.0,6.0,18.9,2023-02-25 10:00:00
383.0,634.9,103.0,6.5,23.0,2023-02-25 11:00:00
442.0,729.4,94.0,6.3,24.1,2023-02-25 12:00:00
436.0,718.0,97.0,6.3,22.6,2023-02-25 13:00:00
409.0,769.0,81.0,6.2,23.4,2023-02-25 14:00:00
315.0,704.8,73.0,6.0,23.1,2023-02-25 15:00:00
191.0,599.9,54.0,5.3,19.5,2023-02-25 16:00:00
59.0,288.2,25.0,4.1,14.8,2023-02-25 17:00:00
0.0,0.0,0.0,3.0,12.9,2023-02-25 18:00:00
0.0,0.0,0.0,1.9,9.4,2023-02-25 19:00:00
0.0,0.0,0.0,1.3,9.1,2023-02-25 20:00:00
0.0,0.0,0.0,1.0,8.9,2023-02-25 21:00:00
0.0,0.0,0.0,1.3,10.4,2023-02-25 22:00:00
0.0,0.0,0.0,1.3,11.3,2023-02-25 23:00:00
0.0,0.0,0.0,1.8,10.2,2023-02-26 00:00:00
0.0,0.0,0.0,1.5,14.8,2023-02-26 01:00:00
0.0,0.0,0.0,0.8,14.2,2023-02-26 02:00:00
0.0,0.0,0.0,0.7,16.0,2023-02-26 03:00:00
0.0,0.0,0.0,0.2,14.9,2023-02-26 04:00:00
0.0,0.0,0.0,-0.4,13.6,2023-02-26 05:00:00
0.0,0.0,0.0,-0.7,13.6,2023-02-26 06:00:00
5.0,31.1,3.0,-0.8,14.0,2023-02-26 07:00:00
94.0,428.5,35.0,0.4,15.0,2023-02-26 08:00:00
234.0,662.9,59.0,1.9,13.7,2023-02-26 09:00:00
357.0,771.2,70.0,3.3,17.7,2023-02-26 10:00:00
445.0,823.8,77.0,4.3,23.4,2023-02-26 11:00:00
454.0,712.6,110.0,4.9,22.7,2023-02-26 12:00:00
279.0,190.5,188.0,5.0,22.7,2023-02-26 13:00:00
197.0,108.8,150.0,5.6,20.7,2023-02-26 14:00:00
238.0,401.6,98.0,5.8,22.7,2023-02-26 15:00:00
139.0,227.1,86.0,5.3,17.9,2023-02-26 16:00:00
62.0,290.5,27.0,3.7,16.6,2023-02-26 17:00:00
1.0,0.0,1.0,2.7,13.4,2023-02-26 18:00:00
0.0,0.0,0.0,1.7,10.7,2023-02-26 19:00:00
0.0,0.0,0.0,1.5,10.2,2023-02-26 20:00:00
0.0,0.0,0.0,1.6,11.2,2023-02-26 21:00:00
0.0,0.0,0.0,0.7,9.7,2023-02-26 22:00:00
0.0,0.0,0.0,0.0,8.7,2023-02-26 23:00:00
0.0,0.0,0.0,-0.6,8.1,2023-02-27 00:00:00
0.0,0.0,0.0,-1.7,7.1,2023-02-27 01:00:00
0.0,0.0,0.0,-1.3,6.6,2023-02-27 02:00:00
0.0,0.0,0.0,-0.9,6.9,2023-02-27 03:00:00
0.0,0.0,0.0,-0.9,6.4,2023-02-27 04:00:00
0.0,0.0,0.0,-1.5,6.6,2023-02-27 05:00:00
0.0,0.0,0.0,-1.7,6.6,2023-02-27 06:00:00
6.0,29.8,4.0,-1.6,9.8,2023-02-27 07:00:00
93.0,391.1,38.0,0.2,11.8,2023-02-27 08:00:00
233.0,641.5,60.0,2.3,7.4,2023-02-27 09:00:00
355.0,746.3,73.0,4.2,8.7,2023-02-27 10:00:00
440.0,797.9,79.0,5.5,13.1,2023-02-27 11:00:00
480.0,806.8,86.0,6.1,18.6,2023-02-27 12:00:00
300.0,229.7,189.0,5.9,19.7,2023-02-27 13:00:00
189.0,82.3,153.0,5.8,18.4,2023-02-27 14:00:00
200.0,172.4,139.0,5.9,22.0,2023-02-27 15:00:00
122.0,155.2,85.0,5.5,17.3,2023-02-27 16:00:00
60.0,243.9,30.0,4.2,12.0,2023-02-27 17:00:00
1.0,0.0,1.0,3.7,12.8,2023-02-27 18:00:00
0.0,0.0,0.0,3.8,14.3,2023-02-27 19:00:00
0.0,0.0,0.0,2.4,12.7,2023-02-27 20:00:00
0.0,0.0,0.0,1.6,10.2,2023-02-27 21:00:00
0.0,0.0,0.0,0.6,8.9,2023-02-27 22:00:00
0.0,0.0,0.0,-0.5,7.1,2023-02-27 23:00:00
0.0,0.0,0.0,0.6,8.9,2023-02-28 00:00:00
0.0,0.0,0.0,0.5,7.4,2023-02-28 01:00:00
0.0,0.0,0.0,1.3,7.0,2023-02-28 02:00:00
0.0,0.0,0.0,1.4,6.7,2023-02-28 03:00:00
0.0,0.0,0.0,1.4,5.6,2023-02-28 04:00:00
0.0,0.0,0.0,1.2,6.5,2023-02-28 05:00:00
0.0,0.0,0.0,1.0,4.8,2023-02-28 06:00:00
1.0,0.0,1.0,1.1,7.4,2023-02-28 07:00:00
11.0,0.0,11.0,1.2,7.1,2023-02-28 08:00:00
32.0,0.0,32.0,1.7,5.4,2023-02-28 09:00:00
97.0,15.6,91.0,2.5,5.5,2023-02-28 10:00:00
216.0,78.6,180.0,3.5,6.0,2023-02-28 11:00:00
471.0,724.7,113.0,5.2,8.0,2023-02-28 12:00:00
499.0,857.3,80.0,5.8,10.8,2023-02-28 13:00:00
438.0,810.9,79.0,5.9,12.9,2023-02-28 14:00:00
334.0,721.4,75.0,5.6,13.5,2023-02-28 15:00:00
204.0,595.6,59.0,5.1,11.4,2023-02-28 16:00:00
70.0,318.7,30.0,3.1,7.6,2023-02-28 17:00:00
1.0,0.0,1.0,1.0,7.2,2023-02-28 18:00:00
0.0,0.0,0.0,0.4,7.1,2023-02-28 19:00:00
0.0,0.0,0.0,-0.3,7.1,2023-02-28 20:00:00
0.0,0.0,0.0,-1.4,7.6,2023-02-28 21:00:00
0.0,0.0,0.0,-2.2,8.7,2023-02-28 22:00:00
0.0,0.0,0.0,-2.8,8.7,2023-02-28 23:00:00
0.0,0.0,0.0,-2.7,7.9,2023-03-01 00:00:00
0.0,0.0,0.0,-3.2,7.1,2023-03-01 01:00:00
0.0,0.0,0.0,-3.1,6.5,2023-03-01 02:00:00
0.0,0.0,0.0,-3.3,6.9,2023-03-01 03:00:00
0.0,0.0,0.0,-3.5,6.7,2023-03-01 04:00:00
0.0,0.0,0.0,-3.3,7.5,2023-03-01 05:00:00
0.0,0.0,0.0,-3.3,7.4,2023-03-01 06:00:00
9.0,41.2,6.0,-2.8,8.4,2023-03-01 07:00:00
110.0,483.7,39.0,-0.3,9.5,2023-03-01 08:00:00
252.0,679.0,61.0,2.2,7.0,2023-03-01 09:00:00
376.0,780.5,72.0,4.1,10.9,2023-03-01 10:00:00
465.0,836.2,77.0,5.0,13.8,2023-03-01 11:00:00
510.0,862.4,79.0,6.1,14.5,2023-03-01 12:00:00
504.0,859.8,79.0,6.5,15.7,2023-03-01 13:00:00
449.0,832.4,76.0,6.6,15.9,2023-03-01 14:00:00
349.0,768.7,69.0,6.3,16.1,2023-03-01 15:00:00
216.0,647.8,55.0,5.6,13.4,2023-03-01 16:00:00
76.0,359.2,30.0,3.7,11.0,2023-03-01 17:00:00
2.0,0.0,2.0,2.1,11.6,2023-03-01 18:00:00
0.0,0.0,0.0,1.4,12.2,2023-03-01 19:00:00
0.0,0.0,0.0,0.8,12.8,2023-03-01 20:00:00
0.0,0.0,0.0,0.4,13.4,2023-03-01 21:00:00
0.0,0.0,0.0,-0.1,13.9,2023-03-01 22:00:00
0.0,0.0,0.0,-0.7,14.3,2023-03-01 23:00:00
0.0,0.0,0.0,0.0,14.7,2023-03-02 00:00:00
0.0,0.0,0.0,-0.0,13.7,2023-03-02 01:00:00
0.0,0.0,0.0,-0.3,14.2,2023-03-02 02:00:00
0.0,0.0,0.0,-0.6,13.8,2023-03-02 03:00:00
0.0,0.0,0.0,-0.9,14.1,2023-03-02 04:00:00
0.0,0.0,0.0,-1.1,14.3,2023-03-02 05:00:00
0.0,0.0,0.0,-1.2,14.3,2023-03-02 06:00:00
11.0,52.9,7.0,-1.0,14.8,2023-03-02 07:00:00
115.0,484.8,41.0,0.7,15.7,2023-03-02 08:00:00
256.0,675.5,62.0,2.6,12.7,2023-03-02 09:00:00
381.0,779.0,73.0,4.5,13.3,2023-03-02 10:00:00
469.0,830.1,79.0,6.0,14.6,2023-03-02 11:00:00
512.0,852.6,81.0,7.1,16.1,2023-03-02 12:00:00
508.0,858.1,79.0,7.8,15.5,2023-03-02 13:00:00
451.0,826.8,76.0,8.1,16.2,2023-03-02 14:00:00
350.0,760.4,69.0,7.8,16.7,2023-03-02 15:00:00
218.0,634.9,57.0,7.0,16.1,2023-03-02 16:00:00
78.0,359.9,31.0,5.5,14.7,2023-03-02 17:00:00
2.0,0.0,2.0,4.1,14.2,2023-03-02 18:00:00
0.0,0.0,0.0,3.2,13.6,2023-03-02 19:00:00
0.0,0.0,0.0,2.5,12.8,2023-03-02 20:00:00
0.0,0.0,0.0,1.7,12.5,2023-03-02 21:00:00
0.0,0.0,0.0,0.9,12.0,2023-03-02 22:00:00
0.0,0.0,0.0,0.3,11.0,2023-03-02 23:00:00
0.0,0.0,0.0,0.4,12.4,2023-03-03 00:00:00
0.0,0.0,0.0,0.1,12.9,2023-03-03 01:00:00
0.0,0.0,0.0,-0.1,13.6,2023-03-03 02:00:00
0.0,0.0,0.0,-0.1,12.5,2023-03-03 03:00:00
0.0,0.0,0.0,-0.5,10.0,2023-03-03 04:00:00
0.0,0.0,0.0,-0.6,9.2,2023-03-03 05:00:00
0.0,0.0,0.0,-0.4,8.6,2023-03-03 06:00:00
5.0,0.0,5.0,0.6,9.2,2023-03-03 07:00:00
61.0,50.5,53.0,2.4,7.9,2023-03-03 08:00:00
207.0,310.4,116.0,4.5,4.7,2023-03-03 09:00:00
364.0,677.8,92.0,6.5,14.3,2023-03-03 10:00:00
245.0,126.1,185.0,6.8,12.8,2023-03-03 11:00:00
298.0,183.9,204.0,6.7,11.1,2023-03-03 12:00:00
227.0,67.3,193.0,6.8,11.6,2023-03-03 13:00:00
249.0,178.6,167.0,7.1,11.5,2023-03-03 14:00:00
157.0,45.4,140.0,6.9,12.6,2023-03-03 15:00:00
111.0,85.1,89.0,6.8,11.2,2023-03-03 16:00:00
46.0,67.6,37.0,6.0,6.5,2023-03-03 17:00:00
2.0,0.0,2.0,4.6,7.4,2023-03-03 18:00:00
0.0,0.0,0.0,4.2,8.2,2023-03-03 19:00:00
0.0,0.0,0.0,4.3,6.4,2023-03-03 20:00:00
0.0,0.0,0.0,4.1,8.1,2023-03-03 21:00:00
0.0,0.0,0.0,4.1,10.0,2023-03-03 22:00:00
0.0,0.0,0.0,3.8,10.0,2023-03-03 23:00:00
0.0,0.0,0.0,4.9,9.9,2023-03-04 00:00:00
0.0,0.0,0.0,5.2,11.5,2023-03-04 01:00:00
0.0,0.0,0.0,5.2,11.1,2023-03-04 02:00:00
0.0,0.0,0.0,5.0,10.6,2023-03-04 03:00:00
0.0,0.0,0.0,5.0,10.7,2023-03-04 04:00:00
0.0,0.0,0.0,4.7,10.2,2023-03-04 05:00:00
0.0,0.0,0.0,4.7,9.6,2023-03-04 06:00:00
4.0,0.0,4.0,5.2,11.7,2023-03-04 07:00:00
36.0,6.1,35.0,5.9,13.8,2023-03-04 08:00:00
127.0,53.5,111.0,6.9,19.3,2023-03-04 09:00:00
138.0,4.9,136.0,7.2,19.6,2023-03-04 10:00:00
143.0,8.3,139.0,7.6,17.8,2023-03-04 11:00:00
224.0,61.9,192.0,7.2,19.6,2023-03-04 12:00:00
105.0,0.0,105.0,7.1,17.5,2023-03-04 13:00:00
118.0,51.7,94.0,7.3,16.9,2023-03-04 14:00:00
173.0,76.3,144.0,7.5,18.3,2023-03-04 15:00:00
64.0,15.2,60.0,6.6,16.1,2023-03-04 16:00:00
25.0,0.0,25.0,5.9,13.1,2023-03-04 17:00:00
1.0,0.0,1.0,5.4,10.7,2023-03-04 18:00:00
0.0,0.0,0.0,5.3,11.9,2023-03-04 19:00:00
0.0,0.0,0.0,5.0,10.8,2023-03-04 20:00:00
0.0,0.0,0.0,4.7,9.0,2023-03-04 21:00:00
0.0,0.0,0.0,4.5,8.7,2023-03-04 22:00:00
0.0,0.0,0.0,4.2,7.1,2023-03-04 23:00:00
0.0,0.0,0.0,3.9,7.4,2023-03-05 00:00:00
0.0,0.0,0.0,3.8,8.7,2023-03-05 01:00:00
0.0,0.0,0.0,3.8,9.4,2023-03-05 02:00:00
0.0,0.0,0.0,3.7,8.7,2023-03-05 03:00:00
0.0,0.0,0.0,3.6,8.3,2023-03-05 04:00:00
0.0,0.0,0.0,3.5,9.2,2023-03-05 05:00:00
0.0,0.0,0.0,3.3,10.2,2023-03-05 06:00:00
6.0,0.0,6.0,3.3,10.4,2023-03-05 07:00:00
47.0,11.7,45.0,3.8,12.3,2023-03-05 08:00:00
152.0,75.4,129.0,4.3,12.1,2023-03-05 09:00:00
179.0,60.5,154.0,4.5,10.5,2023-03-05 10:00:00
251.0,114.9,195.0,4.9,10.5,2023-03-05 11:00:00
225.0,45.9,201.0,5.8,7.2,2023-03-05 12:00:00
299.0,170.3,211.0,6.0,8.6,2023-03-05 13:00:00
262.0,136.2,198.0,5.7,10.1,2023-03-05 14:00:00
189.0,85.6,156.0,5.1,11.6,2023-03-05 15:00:00
130.0,111.6,100.0,4.9,11.7,2023-03-05 16:00:00
59.0,101.3,45.0,4.3,9.5,2023-03-05 17:00:00
3.0,0.0,3.0,3.1,8.4,2023-03-05 18:00:00
0.0,0.0,0.0,2.4,8.4,2023-03-05 19:00:00
0.0,0.0,0.0,2.0,7.9,2023-03-05 20:00:00
0.0,0.0,0.0,1.7,8.0,2023-03-05 21:00:00
0.0,0.0,0.0,1.7,8.1,2023-03-05 22:00:00
0.0,0.0,0.0,1.2,8.7,2023-03-05 23:00:00
0.0,0.0,0.0,1.7,7.0,2023-03-06 00:00:00
0.0,0.0,0.0,1.2,8.5,2023-03-06 01:00:00
0.0,0.0,0.0,1.0,10.0,2023-03-06 02:00:00
0.0,0.0,0.0,1.3,11.4,2023-03-06 03:00:00
0.0,0.0,0.0,1.7,12.3,2023-03-06 04:00:00
0.0,0.0,0.0,2.1,12.2,2023-03-06 05:00:00
0.0,0.0,0.0,2.3,8.3,2023-03-06 06:00:00
12.0,11.4,11.0,2.1,6.2,2023-03-06 07:00:00
130.0,401.9,59.0,3.0,6.3,2023-03-06 08:00:00
239.0,395.1,116.0,3.8,5.6,2023-03-06 09:00:00
328.0,426.8,149.0,4.8,7.1,2023-03-06 10:00:00
324.0,190.5,230.0,5.4,10.1,2023-03-06 11:00:00
317.0,158.9,233.0,6.4,11.0,2023-03-06 12:00:00
315.0,216.3,202.0,5.3,16.1,2023-03-06 13:00:00
207.0,37.9,189.0,5.6,15.5,2023-03-06 14:00:00
189.0,66.6,163.0,5.9,19.2,2023-03-06 15:00:00
54.0,0.0,54.0,4.9,17.6,2023-03-06 16:00:00
20.0,0.0,20.0,4.3,19.2,2023-03-06 17:00:00
1.0,0.0,1.0,4.0,23.7,2023-03-06 18:00:00
0.0,0.0,0.0,3.8,24.4,2023-03-06 19:00:00
0.0,0.0,0.0,3.9,25.1,2023-03-06 20:00:00
0.0,0.0,0.0,4.3,21.6,2023-03-06 21:00:00
0.0,0.0,0.0,4.9,20.6,2023-03-06 22:00:00
0.0,0.0,0.0,4.9,22.9,2023-03-06 23:00:00
0.0,0.0,0.0,4.6,20.8,2023-03-07 00:00:00
0.0,0.0,0.0,4.3,18.0,2023-03-07 01:00:00
0.0,0.0,0.0,3.9,14.4,2023-03-07 02:00:00
0.0,0.0,0.0,3.7,14.1,2023-03-07 03:00:00
0.0,0.0,0.0,3.7,13.0,2023-03-07 04:00:00
0.0,0.0,0.0,3.6,12.3,2023-03-07 05:00:00
0.0,0.0,0.0,3.3,13.1,2023-03-07 06:00:00
5.0,0.0,5.0,2.0,10.5,2023-03-07 07:00:00
19.0,0.0,19.0,1.4,10.2,2023-03-07 08:00:00
53.0,0.0,53.0,2.2,10.8,2023-03-07 09:00:00
101.0,2.4,100.0,2.8,12.5,2023-03-07 10:00:00
197.0,22.0,186.0,3.4,13.4,2023-03-07 11:00:00
268.0,50.5,241.0,2.8,10.1,2023-03-07 12:00:00
174.0,9.5,169.0,3.2,13.4,2023-03-07 13:00:00
118.0,4.2,116.0,3.4,12.2,2023-03-07 14:00:00
114.0,5.1,112.0,2.8,14.3,2023-03-07 15:00:00
71.0,0.0,71.0,2.8,10.4,2023-03-07 16:00:00
41.0,0.0,41.0,2.3,13.3,2023-03-07 17:00:00
3.0,0.0,3.0,1.5,8.7,2023-03-07 18:00:00
0.0,0.0,0.0,0.2,6.9,2023-03-07 19:00:00
0.0,0.0,0.0,-0.7,6.5,2023-03-07 20:00:00
0.0,0.0,0.0,-1.3,6.5,2023-03-07 21:00:00
0.0,0.0,0.0,-0.7,7.7,2023-03-07 22:00:00
0.0,0.0,0.0,-0.8,8.2,2023-03-07 23:00:00
0.0,0.0,0.0,-0.5,7.7,2023-03-08 00:00:00
0.0,0.0,0.0,-1.4,5.9,2023-03-08 01:00:00
0.0,0.0,0.0,-1.5,5.2,2023-03-08 02:00:00
0.0,0.0,0.0,-1.6,5.1,2023-03-08 03:00:00
0.0,0.0,0.0,-1.4,5.9,2023-03-08 04:00:00
0.0,0.0,0.0,-1.4,4.8,2023-03-08 05:00:00
0.0,0.0,0.0,-0.8,7.4,2023-03-08 06:00:00
8.0,0.0,8.0,-0.2,8.8,2023-03-08 07:00:00
39.0,0.0,39.0,0.5,10.5,2023-03-08 08:00:00
85.0,0.0,85.0,1.1,12.6,2023-03-08 09:00:00
135.0,9.3,131.0,1.6,15.7,2023-03-08 10:00:00
101.0,7.9,97.0,1.6,16.0,2023-03-08 11:00:00
150.0,1.9,149.0,2.0,17.3,2023-03-08 12:00:00
350.0,241.7,221.0,3.4,20.0,2023-03-08 13:00:00
124.0,0.0,124.0,2.8,19.3,2023-03-08 14:00:00
111.0,5.0,109.0,2.9,18.6,2023-03-08 15:00:00
45.0,0.0,45.0,2.6,13.2,2023-03-08 16:00:00
12.0,0.0,12.0,1.7,13.5,2023-03-08 17:00:00
2.0,0.0,2.0,1.3,14.8,2023-03-08 18:00:00
0.0,0.0,0.0,1.2,14.4,2023-03-08 19:00:00
0.0,0.0,0.0,1.0,13.9,2023-03-08 20:00:00
0.0,0.0,0.0,0.9,15.5,2023-03-08 21:00:00
0.0,0.0,0.0,0.8,14.7,2023-03-08 22:00:00
0.0,0.0,0.0,0.7,15.9,2023-03-08 23:00:00
0.0,0.0,0.0,0.7,16.4,2023-03-09 00:00:00
0.0,0.0,0.0,0.4,13.0,2023-03-09 01:00:00
0.0,0.0,0.0,0.5,12.5,2023-03-09 02:00:00
0.0,0.0,0.0,0.5,11.5,2023-03-09 03:00:00
0.0,0.0,0.0,0.4,11.0,2023-03-09 04:00:00
0.0,0.0,0.0,0.3,9.2,2023-03-09 05:00:00
0.0,0.0,0.0,0.5,8.6,2023-03-09 06:00:00
6.0,0.0,6.0,0.7,8.2,2023-03-09 07:00:00
65.0,15.4,62.0,1.4,7.5,2023-03-09 08:00:00
45.0,0.0,45.0,1.4,8.3,2023-03-09 09:00:00
140.0,6.9,137.0,2.3,8.0,2023-03-09 10:00:00
174.0,13.7,167.0,3.0,8.5,2023-03-09 11:00:00
147.0,1.8,146.0,2.2,9.2,2023-03-09 12:00:00
97.0,0.0,97.0,2.0,11.3,2023-03-09 13:00:00
53.0,0.0,53.0,1.6,11.0,2023-03-09 14:00:00
34.0,0.0,34.0,1.5,13.3,2023-03-09 15:00:00
27.0,0.0,27.0,1.8,13.9,2023-03-09 16:00:00
13.0,0.0,13.0,1.9,14.0,2023-03-09 17:00:00
1.0,0.0,1.0,2.0,13.3,2023-03-09 18:00:00
0.0,0.0,0.0,1.9,15.9,2023-03-09 19:00:00
0.0,0.0,0.0,1.9,16.8,2023-03-09 20:00:00
0.0,0.0,0.0,2.2,14.8,2023-03-09 21:00:00
0.0,0.0,0.0,2.1,14.7,2023-03-09 22:00:00
0.0,0.0,0.0,2.2,14.5,2023-03-09 23:00:00
0.0,0.0,0.0,2.0,12.2,2023-03-10 00:00:00
0.0,0.0,0.0,2.2,14.2,2023-03-10 01:00:00
0.0,0.0,0.0,2.2,12.2,2023-03-10 02:00:00
0.0,0.0,0.0,2.3,10.8,2023-03-10 03:00:00
0.0,0.0,0.0,2.5,9.2,2023-03-10 04:00:00
0.0,0.0,0.0,2.3,9.2,2023-03-10 05:00:00
0.0,0.0,0.0,2.2,9.9,2023-03-10 06:00:00
3.0,0.0,3.0,2.3,12.3,2023-03-10 07:00:00
20.0,0.0,20.0,2.6,13.5,2023-03-10 08:00:00
14.0,0.0,14.0,2.5,14.1,2023-03-10 09:00:00
56.0,0.0,56.0,2.8,14.5,2023-03-10 10:00:00
102.0,9.7,97.0,3.0,18.1,2023-03-10 11:00:00
50.0,0.0,50.0,2.4,22.2,2023-03-10 12:00:00
100.0,0.0,100.0,2.2,22.6,2023-03-10 13:00:00
42.0,0.0,42.0,1.6,24.9,2023-03-10 14:00:00
32.0,0.0,32.0,1.3,32.8,2023-03-10 15:00:00
18.0,0.0,18.0,1.2,28.4,2023-03-10 16:00:00
19.0,0.0,19.0,1.1,29.2,2023-03-10 17:00:00
6.0,13.4,5.0,1.0,23.7,2023-03-10 18:00:00
0.0,0.0,0.0,1.1,25.8,2023-03-10 19:00:00
0.0,0.0,0.0,1.1,23.2,2023-03-10 20:00:00
0.0,0.0,0.0,0.7,22.1,2023-03-10 21:00:00
0.0,0.0,0.0,0.2,19.8,2023-03-10 22:00:00
0.0,0.0,0.0,-0.0,15.1,2023-03-10 23:00:00
0.0,0.0,0.0,-0.2,11.2,2023-03-11 00:00:00
0.0,0.0,0.0,-0.9,10.0,2023-03-11 01:00:00
0.0,0.0,0.0,-1.9,7.2,2023-03-11 02:00:00
0.0,0.0,0.0,-0.8,5.8,2023-03-11 03:00:00
0.0,0.0,0.0,-2.7,8.7,2023-03-11 04:00:00
0.0,0.0,0.0,-3.1,9.9,2023-03-11 05:00:00
0.0,0.0,0.0,-3.4,9.1,2023-03-11 06:00:00
35.0,174.5,17.0,-1.2,5.1,2023-03-11 07:00:00
170.0,554.2,55.0,1.3,4.3,2023-03-11 08:00:00
317.0,690.0,81.0,3.4,2.9,2023-03-11 09:00:00
450.0,807.1,87.0,4.8,4.0,2023-03-11 10:00:00
349.0,116.6,288.0,4.9,5.9,2023-03-11 11:00:00
521.0,579.1,198.0,5.5,9.0,2023-03-11 12:00:00
445.0,517.6,160.0,6.0,10.8,2023-03-11 13:00:00
425.0,537.3,155.0,6.5,11.8,2023-03-11 14:00:00
289.0,348.0,144.0,6.4,12.1,2023-03-11 15:00:00
141.0,143.8,98.0,6.0,8.8,2023-03-11 16:00:00
93.0,222.0,58.0,4.1,5.5,2023-03-11 17:00:00
9.0,26.0,7.0,1.2,8.4,2023-03-11 18:00:00
0.0,0.0,0.0,2.1,6.3,2023-03-11 19:00:00
0.0,0.0,0.0,2.0,1.4,2023-03-11 20:00:00
0.0,0.0,0.0,0.2,3.0,2023-03-11 21:00:00
0.0,0.0,0.0,-1.1,5.7,2023-03-11 22:00:00
0.0,0.0,0.0,1.0,7.6,2023-03-11 23:00:00
0.0,0.0,0.0,1.4,9.8,2023-03-12 00:00:00
0.0,0.0,0.0,1.9,11.4,2023-03-12 01:00:00
0.0,0.0,0.0,2.4,13.6,2023-03-12 02:00:00
0.0,0.0,0.0,2.4,14.0,2023-03-12 03:00:00
0.0,0.0,0.0,2.1,14.7,2023-03-12 04:00:00
0.0,0.0,0.0,2.3,16.3,2023-03-12 05:00:00
0.0,0.0,0.0,2.4,17.2,2023-03-12 06:00:00
5.0,0.0,5.0,2.8,17.4,2023-03-12 07:00:00
22.0,0.0,22.0,3.5,17.2,2023-03-12 08:00:00
69.0,2.9,68.0,5.6,18.3,2023-03-12 09:00:00
66.0,0.0,66.0,7.8,19.4,2023-03-12 10:00:00
63.0,1.9,62.0,8.3,20.5,2023-03-12 11:00:00
88.0,0.0,88.0,8.9,19.6,2023-03-12 12:00:00
131.0,0.0,131.0,9.7,24.8,2023-03-12 13:00:00
233.0,108.3,178.0,10.3,29.2,2023-03-12 14:00:00
250.0,211.0,161.0,10.6,28.6,2023-03-12 15:00:00
172.0,190.7,114.0,10.3,25.4,2023-03-12 16:00:00
99.0,209.3,65.0,9.3,21.0,2023-03-12 17:00:00
9.0,0.0,9.0,8.3,22.0,2023-03-12 18:00:00
0.0,0.0,0.0,8.7,22.1,2023-03-12 19:00:00
0.0,0.0,0.0,9.4,24.6,2023-03-12 20:00:00
0.0,0.0,0.0,9.3,22.1,2023-03-12 21:00:00
0.0,0.0,0.0,9.2,20.5,2023-03-12 22:00:00
0.0,0.0,0.0,9.0,23.0,2023-03-12 23:00:00
0.0,0.0,0.0,9.1,22.0,2023-03-13 00:00:00
