shortwave_radiation,direct_radiation,diffuse_radiation,temperature_2m,windspeed_10m,date
0.0,0.0,0.0,15.6,37.4,2023-01-01 00:00:00
0.0,0.0,0.0,14.8,34.1,2023-01-01 01:00:00
0.0,0.0,0.0,14.2,31.8,2023-01-01 02:00:00
0.0,0.0,0.0,13.9,31.3,2023-01-01 03:00:00
0.0,0.0,0.0,13.7,33.5,2023-01-01 04:00:00
0.0,0.0,0.0,13.2,27.8,2023-01-01 05:00:00
0.0,0.0,0.0,13.1,28.1,2023-01-01 06:00:00
0.0,0.0,0.0,12.6,25.5,2023-01-01 07:00:00
0.0,0.0,0.0,11.8,25.2,2023-01-01 08:00:00
25.0,20.7,23.0,11.9,24.0,2023-01-01 09:00:00
77.0,79.7,64.0,12.2,24.7,2023-01-01 10:00:00
141.0,216.0,92.0,12.5,23.4,2023-01-01 11:00:00
195.0,440.6,83.0,12.7,23.9,2023-01-01 12:00:00
136.0,250.8,75.0,12.6,23.4,2023-01-01 13:00:00
82.0,36.0,75.0,12.4,19.1,2023-01-01 14:00:00
25.0,0.0,25.0,12.0,17.7,2023-01-01 15:00:00
2.0,0.0,2.0,11.8,15.8,2023-01-01 16:00:00
0.0,0.0,0.0,11.6,16.2,2023-01-01 17:00:00
0.0,0.0,0.0,11.0,17.1,2023-01-01 18:00:00
0.0,0.0,0.0,10.8,15.5,2023-01-01 19:00:00
0.0,0.0,0.0,10.8,16.9,2023-01-01 20:00:00
0.0,0.0,0.0,10.7,14.6,2023-01-01 21:00:00
0.0,0.0,0.0,10.7,15.6,2023-01-01 22:00:00
0.0,0.0,0.0,11.1,16.2,2023-01-01 23:00:00
0.0,0.0,0.0,11.4,18.7,2023-01-02 00:00:00
0.0,0.0,0.0,11.7,17.6,2023-01-02 01:00:00
0.0,0.0,0.0,11.9,20.9,2023-01-02 02:00:00
0.0,0.0,0.0,11.9,22.5,2023-01-02 03:00:00
0.0,0.0,0.0,11.7,21.3,2023-01-02 04:00:00
0.0,0.0,0.0,11.7,19.4,2023-01-02 05:00:00
0.0,0.0,0.0,10.6,22.9,2023-01-02 06:00:00
0.0,0.0,0.0,9.4,16.6,2023-01-02 07:00:00
0.0,0.0,0.0,8.5,15.5,2023-01-02 08:00:00
23.0,10.3,22.0,8.6,16.1,2023-01-02 09:00:00
63.0,6.1,62.0,9.0,16.3,2023-01-02 10:00:00
112.0,52.6,100.0,9.5,17.1,2023-01-02 11:00:00
105.0,90.0,82.0,9.3,19.0,2023-01-02 12:00:00
95.0,53.1,82.0,9.5,18.2,2023-01-02 13:00:00
95.0,61.0,83.0,9.3,17.4,2023-01-02 14:00:00
41.0,16.8,39.0,8.8,17.2,2023-01-02 15:00:00
5.0,0.0,5.0,8.2,16.3,2023-01-02 16:00:00
0.0,0.0,0.0,7.4,14.5,2023-01-02 17:00:00
0.0,0.0,0.0,6.7,11.1,2023-01-02 18:00:00
0.0,0.0,0.0,6.2,10.0,2023-01-02 19:00:00
0.0,0.0,0.0,5.8,9.8,2023-01-02 20:00:00
0.0,0.0,0.0,5.4,9.3,2023-01-02 21:00:00
0.0,0.0,0.0,4.9,9.0,2023-01-02 22:00:00
0.0,0.0,0.0,4.3,8.5,2023-01-02 23:00:00
0.0,0.0,0.0,4.3,8.5,2023-01-03 00:00:00
0.0,0.0,0.0,3.5,7.1,2023-01-03 01:00:00
0.0,0.0,0.0,3.0,6.7,2023-01-03 02:00:00
0.0,0.0,0.0,2.7,7.6,2023-01-03 03:00:00
0.0,0.0,0.0,2.8,9.5,2023-01-03 04:00:00
0.0,0.0,0.0,2.9,10.4,2023-01-03 05:00:00
0.0,0.0,0.0,3.0,11.2,2023-01-03 06:00:00
0.0,0.0,0.0,3.8,12.1,2023-01-03 07:00:00
0.0,0.0,0.0,4.7,15.5,2023-01-03 08:00:00
18.0,20.5,16.0,5.3,16.9,2023-01-03 09:00:00
41.0,30.4,36.0,6.3,17.5,2023-01-03 10:00:00
99.0,30.5,92.0,7.6,20.1,2023-01-03 11:00:00
81.0,23.3,75.0,8.2,19.2,2023-01-03 12:00:00
53.0,0.0,53.0,8.3,19.3,2023-01-03 13:00:00
63.0,0.0,63.0,8.4,19.6,2023-01-03 14:00:00
57.0,158.5,38.0,7.8,20.3,2023-01-03 15:00:00
6.0,0.0,6.0,7.5,20.5,2023-01-03 16:00:00
0.0,0.0,0.0,7.0,22.1,2023-01-03 17:00:00
0.0,0.0,0.0,7.2,24.1,2023-01-03 18:00:00
0.0,0.0,0.0,7.4,25.4,2023-01-03 19:00:00
0.0,0.0,0.0,7.7,26.8,2023-01-03 20:00:00
0.0,0.0,0.0,8.0,28.5,2023-01-03 21:00:00
0.0,0.0,0.0,8.5,30.9,2023-01-03 22:00:00
0.0,0.0,0.0,8.5,31.6,2023-01-03 23:00:00
0.0,0.0,0.0,8.7,33.5,2023-01-04 00:00:00
0.0,0.0,0.0,9.0,34.4,2023-01-04 01:00:00
0.0,0.0,0.0,9.6,36.3,2023-01-04 02:00:00
0.0,0.0,0.0,10.4,35.8,2023-01-04 03:00:00
0.0,0.0,0.0,10.9,36.5,2023-01-04 04:00:00
0.0,0.0,0.0,11.2,34.1,2023-01-04 05:00:00
0.0,0.0,0.0,11.1,32.6,2023-01-04 06:00:00
0.0,0.0,0.0,11.3,34.4,2023-01-04 07:00:00
0.0,0.0,0.0,11.4,35.7,2023-01-04 08:00:00
6.0,0.0,6.0,11.6,33.2,2023-01-04 09:00:00
11.0,0.0,11.0,11.7,34.0,2023-01-04 10:00:00
33.0,0.0,33.0,12.1,35.7,2023-01-04 11:00:00
99.0,15.5,95.0,12.0,33.4,2023-01-04 12:00:00
66.0,4.0,65.0,12.2,36.7,2023-01-04 13:00:00
83.0,14.9,80.0,12.2,34.6,2023-01-04 14:00:00
38.0,24.8,35.0,11.6,33.0,2023-01-04 15:00:00
7.0,0.0,7.0,11.4,33.6,2023-01-04 16:00:00
0.0,0.0,0.0,10.9,33.2,2023-01-04 17:00:00
0.0,0.0,0.0,10.9,33.6,2023-01-04 18:00:00
0.0,0.0,0.0,10.6,33.5,2023-01-04 19:00:00
0.0,0.0,0.0,10.4,31.1,2023-01-04 20:00:00
0.0,0.0,0.0,10.1,29.4,2023-01-04 21:00:00
0.0,0.0,0.0,10.1,29.3,2023-01-04 22:00:00
0.0,0.0,0.0,9.8,26.3,2023-01-04 23:00:00
0.0,0.0,0.0,9.9,24.7,2023-01-05 00:00:00
0.0,0.0,0.0,9.7,25.3,2023-01-05 01:00:00
0.0,0.0,0.0,9.3,25.1,2023-01-05 02:00:00
0.0,0.0,0.0,9.2,25.0,2023-01-05 03:00:00
0.0,0.0,0.0,9.3,25.3,2023-01-05 04:00:00
0.0,0.0,0.0,9.5,24.5,2023-01-05 05:00:00
0.0,0.0,0.0,9.3,21.3,2023-01-05 06:00:00
0.0,0.0,0.0,9.1,20.2,2023-01-05 07:00:00
0.0,0.0,0.0,9.0,18.4,2023-01-05 08:00:00
23.0,30.5,20.0,9.4,17.7,2023-01-05 09:00:00
56.0,12.0,54.0,9.8,16.7,2023-01-05 10:00:00
98.0,56.0,85.0,10.4,16.4,2023-01-05 11:00:00
127.0,95.9,102.0,10.8,14.1,2023-01-05 12:00:00
178.0,386.7,81.0,11.1,18.0,2023-01-05 13:00:00
122.0,270.6,67.0,10.7,15.0,2023-01-05 14:00:00
44.0,65.3,36.0,10.3,14.5,2023-01-05 15:00:00
1.0,0.0,1.0,10.0,13.8,2023-01-05 16:00:00
0.0,0.0,0.0,9.9,16.5,2023-01-05 17:00:00
0.0,0.0,0.0,9.9,18.4,2023-01-05 18:00:00
0.0,0.0,0.0,10.1,19.9,2023-01-05 19:00:00
0.0,0.0,0.0,10.3,20.6,2023-01-05 20:00:00
0.0,0.0,0.0,10.4,20.9,2023-01-05 21:00:00
0.0,0.0,0.0,10.4,20.9,2023-01-05 22:00:00
0.0,0.0,0.0,10.6,22.4,2023-01-05 23:00:00
0.0,0.0,0.0,10.1,22.7,2023-01-06 00:00:00
0.0,0.0,0.0,10.1,23.2,2023-01-06 01:00:00
0.0,0.0,0.0,9.6,23.5,2023-01-06 02:00:00
0.0,0.0,0.0,10.0,24.7,2023-01-06 03:00:00
0.0,0.0,0.0,10.0,26.5,2023-01-06 04:00:00
0.0,0.0,0.0,10.1,28.4,2023-01-06 05:00:00
0.0,0.0,0.0,10.2,30.1,2023-01-06 06:00:00
0.0,0.0,0.0,10.1,31.4,2023-01-06 07:00:00
0.0,0.0,0.0,10.2,25.3,2023-01-06 08:00:00
22.0,101.0,12.0,9.8,19.6,2023-01-06 09:00:00
132.0,529.1,43.0,9.7,18.4,2023-01-06 10:00:00
200.0,642.1,50.0,10.0,19.2,2023-01-06 11:00:00
209.0,457.1,89.0,10.1,18.9,2023-01-06 12:00:00
158.0,154.1,119.0,10.0,17.1,2023-01-06 13:00:00
108.0,82.6,91.0,10.0,18.4,2023-01-06 14:00:00
47.0,0.0,47.0,9.7,17.3,2023-01-06 15:00:00
8.0,0.0,8.0,9.1,15.3,2023-01-06 16:00:00
0.0,0.0,0.0,8.9,14.6,2023-01-06 17:00:00
0.0,0.0,0.0,8.8,15.3,2023-01-06 18:00:00
0.0,0.0,0.0,9.8,17.9,2023-01-06 19:00:00
0.0,0.0,0.0,9.7,17.8,2023-01-06 20:00:00
0.0,0.0,0.0,10.2,18.7,2023-01-06 21:00:00
0.0,0.0,0.0,10.5,19.2,2023-01-06 22:00:00
0.0,0.0,0.0,10.7,19.9,2023-01-06 23:00:00
0.0,0.0,0.0,10.7,22.0,2023-01-07 00:00:00
0.0,0.0,0.0,10.2,21.6,2023-01-07 01:00:00
0.0,0.0,0.0,9.9,21.2,2023-01-07 02:00:00
0.0,0.0,0.0,9.6,21.9,2023-01-07 03:00:00
0.0,0.0,0.0,9.2,21.7,2023-01-07 04:00:00
0.0,0.0,0.0,8.8,20.8,2023-01-07 05:00:00
0.0,0.0,0.0,8.6,21.0,2023-01-07 06:00:00
0.0,0.0,0.0,8.5,20.6,2023-01-07 07:00:00
0.0,0.0,0.0,8.1,20.9,2023-01-07 08:00:00
43.0,230.7,20.0,8.7,22.3,2023-01-07 09:00:00
128.0,495.2,44.0,9.5,24.1,2023-01-07 10:00:00
191.0,560.9,59.0,10.3,24.2,2023-01-07 11:00:00
220.0,585.8,65.0,11.2,23.7,2023-01-07 12:00:00
209.0,544.4,70.0,11.4,26.7,2023-01-07 13:00:00
127.0,153.6,95.0,10.9,26.6,2023-01-07 14:00:00
66.0,86.9,55.0,10.6,27.0,2023-01-07 15:00:00
2.0,0.0,2.0,10.3,28.9,2023-01-07 16:00:00
0.0,0.0,0.0,10.1,27.1,2023-01-07 17:00:00
0.0,0.0,0.0,10.2,25.9,2023-01-07 18:00:00
0.0,0.0,0.0,9.9,25.0,2023-01-07 19:00:00
0.0,0.0,0.0,10.1,25.8,2023-01-07 20:00:00
0.0,0.0,0.0,10.0,26.9,2023-01-07 21:00:00
0.0,0.0,0.0,10.7,27.7,2023-01-07 22:00:00
0.0,0.0,0.0,10.4,25.5,2023-01-07 23:00:00
0.0,0.0,0.0,9.2,22.1,2023-01-08 00:00:00
0.0,0.0,0.0,9.2,19.6,2023-01-08 01:00:00
0.0,0.0,0.0,8.7,18.7,2023-01-08 02:00:00
0.0,0.0,0.0,8.4,19.6,2023-01-08 03:00:00
0.0,0.0,0.0,8.3,23.5,2023-01-08 04:00:00
0.0,0.0,0.0,8.1,21.3,2023-01-08 05:00:00
0.0,0.0,0.0,7.5,18.6,2023-01-08 06:00:00
0.0,0.0,0.0,7.7,17.9,2023-01-08 07:00:00
0.0,0.0,0.0,7.3,18.0,2023-01-08 08:00:00
40.0,159.4,24.0,7.8,20.4,2023-01-08 09:00:00
107.0,321.4,52.0,8.4,20.9,2023-01-08 10:00:00
114.0,177.1,72.0,8.8,23.4,2023-01-08 11:00:00
162.0,213.7,105.0,9.2,20.9,2023-01-08 12:00:00
205.0,574.1,57.0,9.4,21.8,2023-01-08 13:00:00
166.0,535.7,53.0,9.2,22.3,2023-01-08 14:00:00
85.0,363.2,38.0,8.6,19.8,2023-01-08 15:00:00
12.0,66.2,7.0,8.1,19.9,2023-01-08 16:00:00
0.0,0.0,0.0,7.8,22.3,2023-01-08 17:00:00
0.0,0.0,0.0,7.5,23.0,2023-01-08 18:00:00
0.0,0.0,0.0,7.5,22.7,2023-01-08 19:00:00
0.0,0.0,0.0,7.4,22.7,2023-01-08 20:00:00
0.0,0.0,0.0,7.4,23.2,2023-01-08 21:00:00
0.0,0.0,0.0,7.6,23.8,2023-01-08 22:00:00
0.0,0.0,0.0,7.6,21.1,2023-01-08 23:00:00
0.0,0.0,0.0,7.2,17.7,2023-01-09 00:00:00
0.0,0.0,0.0,6.7,18.9,2023-01-09 01:00:00
0.0,0.0,0.0,6.0,18.8,2023-01-09 02:00:00
0.0,0.0,0.0,5.7,20.1,2023-01-09 03:00:00
0.0,0.0,0.0,5.4,20.3,2023-01-09 04:00:00
0.0,0.0,0.0,4.9,25.5,2023-01-09 05:00:00
0.0,0.0,0.0,5.0,22.7,2023-01-09 06:00:00
0.0,0.0,0.0,6.5,24.8,2023-01-09 07:00:00
0.0,0.0,0.0,6.6,29.6,2023-01-09 08:00:00
9.0,0.0,9.0,6.5,22.2,2023-01-09 09:00:00
24.0,17.4,21.0,6.5,20.0,2023-01-09 10:00:00
70.0,50.2,58.0,6.9,23.3,2023-01-09 11:00:00
74.0,26.0,67.0,7.8,20.0,2023-01-09 12:00:00
147.0,176.7,101.0,7.5,20.8,2023-01-09 13:00:00
104.0,112.3,80.0,7.7,17.7,2023-01-09 14:00:00
59.0,60.5,51.0,7.0,17.1,2023-01-09 15:00:00
11.0,26.0,9.0,6.5,15.5,2023-01-09 16:00:00
0.0,0.0,0.0,5.9,14.4,2023-01-09 17:00:00
0.0,0.0,0.0,6.1,15.8,2023-01-09 18:00:00
0.0,0.0,0.0,5.9,15.9,2023-01-09 19:00:00
0.0,0.0,0.0,5.7,15.2,2023-01-09 20:00:00
0.0,0.0,0.0,5.7,16.2,2023-01-09 21:00:00
0.0,0.0,0.0,5.5,15.1,2023-01-09 22:00:00
0.0,0.0,0.0,5.3,14.2,2023-01-09 23:00:00
0.0,0.0,0.0,5.5,16.6,2023-01-10 00:00:00
0.0,0.0,0.0,5.5,17.1,2023-01-10 01:00:00
0.0,0.0,0.0,5.5,18.1,2023-01-10 02:00:00
0.0,0.0,0.0,5.7,16.4,2023-01-10 03:00:00
0.0,0.0,0.0,5.5,15.1,2023-01-10 04:00:00
0.0,0.0,0.0,5.6,15.4,2023-01-10 05:00:00
0.0,0.0,0.0,4.8,12.3,2023-01-10 06:00:00
0.0,0.0,0.0,4.4,14.3,2023-01-10 07:00:00
0.0,0.0,0.0,4.5,15.0,2023-01-10 08:00:00
43.0,156.9,27.0,4.6,17.6,2023-01-10 09:00:00
89.0,51.6,80.0,5.1,16.9,2023-01-10 10:00:00
100.0,8.3,98.0,5.1,16.9,2023-01-10 11:00:00
95.0,3.7,94.0,5.7,17.6,2023-01-10 12:00:00
74.0,0.0,74.0,5.9,17.4,2023-01-10 13:00:00
29.0,0.0,29.0,6.3,26.5,2023-01-10 14:00:00
17.0,0.0,17.0,6.2,27.4,2023-01-10 15:00:00
2.0,0.0,2.0,6.1,31.4,2023-01-10 16:00:00
0.0,0.0,0.0,6.3,31.4,2023-01-10 17:00:00
0.0,0.0,0.0,7.0,29.2,2023-01-10 18:00:00
0.0,0.0,0.0,7.9,29.3,2023-01-10 19:00:00
0.0,0.0,0.0,8.7,30.3,2023-01-10 20:00:00
0.0,0.0,0.0,9.6,29.6,2023-01-10 21:00:00
0.0,0.0,0.0,10.0,29.5,2023-01-10 22:00:00
0.0,0.0,0.0,10.6,30.6,2023-01-10 23:00:00
0.0,0.0,0.0,10.6,32.2,2023-01-11 00:00:00
0.0,0.0,0.0,10.8,29.9,2023-01-11 01:00:00
0.0,0.0,0.0,11.0,29.2,2023-01-11 02:00:00
0.0,0.0,0.0,11.1,25.7,2023-01-11 03:00:00
0.0,0.0,0.0,11.2,25.7,2023-01-11 04:00:00
0.0,0.0,0.0,11.0,22.7,2023-01-11 05:00:00
0.0,0.0,0.0,10.4,22.2,2023-01-11 06:00:00
0.0,0.0,0.0,9.0,21.2,2023-01-11 07:00:00
1.0,0.0,1.0,8.4,20.3,2023-01-11 08:00:00
41.0,145.8,26.0,8.5,19.9,2023-01-11 09:00:00
139.0,538.4,44.0,9.0,20.1,2023-01-11 10:00:00
210.0,653.2,51.0,9.7,21.1,2023-01-11 11:00:00
222.0,580.5,63.0,9.9,24.5,2023-01-11 12:00:00
195.0,508.0,60.0,9.8,29.2,2023-01-11 13:00:00
167.0,482.8,61.0,9.7,24.7,2023-01-11 14:00:00
101.0,469.5,36.0,9.0,24.5,2023-01-11 15:00:00
18.0,99.8,10.0,8.5,25.2,2023-01-11 16:00:00
0.0,0.0,0.0,8.5,27.3,2023-01-11 17:00:00
0.0,0.0,0.0,8.4,30.2,2023-01-11 18:00:00
0.0,0.0,0.0,8.2,31.5,2023-01-11 19:00:00
0.0,0.0,0.0,7.8,34.4,2023-01-11 20:00:00
0.0,0.0,0.0,8.2,33.3,2023-01-11 21:00:00
0.0,0.0,0.0,8.3,30.0,2023-01-11 22:00:00
0.0,0.0,0.0,8.4,30.6,2023-01-11 23:00:00
0.0,0.0,0.0,8.5,26.3,2023-01-12 00:00:00
0.0,0.0,0.0,8.7,27.8,2023-01-12 01:00:00
0.0,0.0,0.0,8.9,30.8,2023-01-12 02:00:00
0.0,0.0,0.0,8.8,31.8,2023-01-12 03:00:00
0.0,0.0,0.0,8.8,34.1,2023-01-12 04:00:00
0.0,0.0,0.0,9.0,40.2,2023-01-12 05:00:00
0.0,0.0,0.0,9.4,37.2,2023-01-12 06:00:00
0.0,0.0,0.0,10.3,34.2,2023-01-12 07:00:00
0.0,0.0,0.0,11.0,35.9,2023-01-12 08:00:00
5.0,0.0,5.0,11.2,34.4,2023-01-12 09:00:00
20.0,0.0,20.0,11.3,32.2,2023-01-12 10:00:00
25.0,0.0,25.0,11.3,30.8,2023-01-12 11:00:00
44.0,0.0,44.0,10.7,30.6,2023-01-12 12:00:00
15.0,0.0,15.0,10.6,31.4,2023-01-12 13:00:00
18.0,0.0,18.0,10.5,32.1,2023-01-12 14:00:00
9.0,0.0,9.0,10.5,32.6,2023-01-12 15:00:00
2.0,0.0,2.0,10.3,30.6,2023-01-12 16:00:00
0.0,0.0,0.0,10.3,32.4,2023-01-12 17:00:00
0.0,0.0,0.0,10.2,30.1,2023-01-12 18:00:00
0.0,0.0,0.0,10.2,30.6,2023-01-12 19:00:00
0.0,0.0,0.0,9.9,32.4,2023-01-12 20:00:00
0.0,0.0,0.0,10.3,28.6,2023-01-12 21:00:00
0.0,0.0,0.0,9.9,27.3,2023-01-12 22:00:00
0.0,0.0,0.0,9.0,28.4,2023-01-12 23:00:00
0.0,0.0,0.0,8.6,25.8,2023-01-13 00:00:00
0.0,0.0,0.0,7.9,26.2,2023-01-13 01:00:00
0.0,0.0,0.0,7.6,26.5,2023-01-13 02:00:00
0.0,0.0,0.0,8.0,28.8,2023-01-13 03:00:00
0.0,0.0,0.0,7.1,27.5,2023-01-13 04:00:00
0.0,0.0,0.0,7.3,26.8,2023-01-13 05:00:00
0.0,0.0,0.0,7.3,26.6,2023-01-13 06:00:00
0.0,0.0,0.0,7.2,27.3,2023-01-13 07:00:00
1.0,0.0,1.0,7.4,29.9,2023-01-13 08:00:00
36.0,104.9,25.0,7.7,33.8,2023-01-13 09:00:00
111.0,332.3,51.0,8.1,30.3,2023-01-13 10:00:00
144.0,266.0,78.0,8.7,32.2,2023-01-13 11:00:00
63.0,0.0,63.0,9.0,31.0,2023-01-13 12:00:00
210.0,526.6,67.0,9.3,35.5,2023-01-13 13:00:00
167.0,513.9,51.0,9.1,30.6,2023-01-13 14:00:00
68.0,193.3,40.0,8.7,28.9,2023-01-13 15:00:00
15.0,47.9,11.0,8.2,26.8,2023-01-13 16:00:00
0.0,0.0,0.0,7.8,25.8,2023-01-13 17:00:00
0.0,0.0,0.0,8.0,24.6,2023-01-13 18:00:00
0.0,0.0,0.0,7.4,26.3,2023-01-13 19:00:00
0.0,0.0,0.0,7.3,22.9,2023-01-13 20:00:00
0.0,0.0,0.0,7.5,25.7,2023-01-13 21:00:00
0.0,0.0,0.0,7.4,23.6,2023-01-13 22:00:00
0.0,0.0,0.0,7.3,23.7,2023-01-13 23:00:00
0.0,0.0,0.0,7.1,18.2,2023-01-14 00:00:00
0.0,0.0,0.0,6.7,18.0,2023-01-14 01:00:00
0.0,0.0,0.0,6.2,17.3,2023-01-14 02:00:00
0.0,0.0,0.0,5.6,17.1,2023-01-14 03:00:00
0.0,0.0,0.0,5.2,18.9,2023-01-14 04:00:00
0.0,0.0,0.0,5.4,19.1,2023-01-14 05:00:00
0.0,0.0,0.0,6.2,22.0,2023-01-14 06:00:00
0.0,0.0,0.0,6.6,23.5,2023-01-14 07:00:00
0.0,0.0,0.0,6.6,24.5,2023-01-14 08:00:00
5.0,0.0,5.0,7.7,28.6,2023-01-14 09:00:00
8.0,0.0,8.0,8.6,29.2,2023-01-14 10:00:00
13.0,0.0,13.0,9.1,35.4,2023-01-14 11:00:00
22.0,0.0,22.0,9.8,36.5,2023-01-14 12:00:00
25.0,0.0,25.0,10.3,36.1,2023-01-14 13:00:00
15.0,0.0,15.0,10.6,35.7,2023-01-14 14:00:00
9.0,0.0,9.0,10.9,33.2,2023-01-14 15:00:00
2.0,0.0,2.0,11.1,32.7,2023-01-14 16:00:00
0.0,0.0,0.0,11.2,31.5,2023-01-14 17:00:00
0.0,0.0,0.0,11.0,30.4,2023-01-14 18:00:00
0.0,0.0,0.0,10.4,30.1,2023-01-14 19:00:00
0.0,0.0,0.0,9.7,28.8,2023-01-14 20:00:00
0.0,0.0,0.0,8.9,25.3,2023-01-14 21:00:00
0.0,0.0,0.0,8.1,23.9,2023-01-14 22:00:00
0.0,0.0,0.0,7.9,24.3,2023-01-14 23:00:00
0.0,0.0,0.0,7.7,24.3,2023-01-15 00:00:00
0.0,0.0,0.0,7.4,25.0,2023-01-15 01:00:00
0.0,0.0,0.0,7.1,25.5,2023-01-15 02:00:00
0.0,0.0,0.0,6.9,24.4,2023-01-15 03:00:00
0.0,0.0,0.0,6.5,26.0,2023-01-15 04:00:00
0.0,0.0,0.0,6.4,26.9,2023-01-15 05:00:00
0.0,0.0,0.0,6.1,27.2,2023-01-15 06:00:00
0.0,0.0,0.0,5.5,28.2,2023-01-15 07:00:00
1.0,0.0,1.0,5.6,29.3,2023-01-15 08:00:00
49.0,205.5,27.0,5.9,32.1,2023-01-15 09:00:00
72.0,54.0,62.0,5.3,32.1,2023-01-15 10:00:00
133.0,189.5,85.0,5.8,34.7,2023-01-15 11:00:00
138.0,122.9,103.0,5.4,34.7,2023-01-15 12:00:00
131.0,194.4,77.0,5.7,38.3,2023-01-15 13:00:00
117.0,176.5,76.0,5.8,31.6,2023-01-15 14:00:00
64.0,125.3,45.0,5.8,31.2,2023-01-15 15:00:00
16.0,46.0,12.0,5.0,24.2,2023-01-15 16:00:00
0.0,0.0,0.0,5.2,23.3,2023-01-15 17:00:00
0.0,0.0,0.0,5.0,20.9,2023-01-15 18:00:00
0.0,0.0,0.0,5.2,22.5,2023-01-15 19:00:00
0.0,0.0,0.0,4.7,21.2,2023-01-15 20:00:00
0.0,0.0,0.0,4.0,17.2,2023-01-15 21:00:00
0.0,0.0,0.0,4.2,12.7,2023-01-15 22:00:00
0.0,0.0,0.0,4.2,11.3,2023-01-15 23:00:00
0.0,0.0,0.0,4.4,12.5,2023-01-16 00:00:00
0.0,0.0,0.0,3.6,12.2,2023-01-16 01:00:00
0.0,0.0,0.0,4.0,17.2,2023-01-16 02:00:00
0.0,0.0,0.0,3.0,17.0,2023-01-16 03:00:00
0.0,0.0,0.0,2.6,13.7,2023-01-16 04:00:00
0.0,0.0,0.0,2.7,16.4,2023-01-16 05:00:00
0.0,0.0,0.0,3.1,18.1,2023-01-16 06:00:00
0.0,0.0,0.0,3.7,18.9,2023-01-16 07:00:00
0.0,0.0,0.0,4.0,24.6,2023-01-16 08:00:00
4.0,0.0,4.0,3.5,25.3,2023-01-16 09:00:00
24.0,0.0,24.0,3.8,26.0,2023-01-16 10:00:00
23.0,0.0,23.0,3.5,20.6,2023-01-16 11:00:00
48.0,3.5,47.0,5.0,14.4,2023-01-16 12:00:00
66.0,0.0,66.0,5.6,16.0,2023-01-16 13:00:00
49.0,0.0,49.0,4.6,15.3,2023-01-16 14:00:00
19.0,0.0,19.0,4.3,11.6,2023-01-16 15:00:00
8.0,0.0,8.0,4.2,6.5,2023-01-16 16:00:00
0.0,0.0,0.0,3.8,9.5,2023-01-16 17:00:00
0.0,0.0,0.0,3.9,21.1,2023-01-16 18:00:00
0.0,0.0,0.0,3.5,19.7,2023-01-16 19:00:00
0.0,0.0,0.0,3.9,17.6,2023-01-16 20:00:00
0.0,0.0,0.0,3.8,18.2,2023-01-16 21:00:00
0.0,0.0,0.0,3.6,19.8,2023-01-16 22:00:00
0.0,0.0,0.0,3.1,20.9,2023-01-16 23:00:00
0.0,0.0,0.0,2.8,17.0,2023-01-17 00:00:00
0.0,0.0,0.0,1.3,15.2,2023-01-17 01:00:00
0.0,0.0,0.0,2.3,18.7,2023-01-17 02:00:00
0.0,0.0,0.0,2.3,17.1,2023-01-17 03:00:00
0.0,0.0,0.0,1.5,12.4,2023-01-17 04:00:00
0.0,0.0,0.0,0.8,10.5,2023-01-17 05:00:00
0.0,0.0,0.0,0.1,10.0,2023-01-17 06:00:00
0.0,0.0,0.0,-0.0,9.5,2023-01-17 07:00:00
2.0,0.0,2.0,-0.3,9.4,2023-01-17 08:00:00
57.0,273.9,27.0,0.6,11.5,2023-01-17 09:00:00
128.0,289.3,73.0,1.8,11.6,2023-01-17 10:00:00
185.0,297.4,108.0,2.6,11.1,2023-01-17 11:00:00
218.0,295.6,132.0,3.8,11.5,2023-01-17 12:00:00
240.0,503.1,97.0,4.2,13.0,2023-01-17 13:00:00
217.0,698.6,50.0,4.2,12.5,2023-01-17 14:00:00
127.0,542.3,41.0,3.4,9.3,2023-01-17 15:00:00
30.0,187.9,13.0,0.9,6.9,2023-01-17 16:00:00
0.0,0.0,0.0,-0.5,6.9,2023-01-17 17:00:00
0.0,0.0,0.0,-0.7,8.1,2023-01-17 18:00:00
0.0,0.0,0.0,-0.9,9.5,2023-01-17 19:00:00
0.0,0.0,0.0,-1.2,9.1,2023-01-17 20:00:00
0.0,0.0,0.0,-1.6,8.4,2023-01-17 21:00:00
0.0,0.0,0.0,-1.8,8.3,2023-01-17 22:00:00
0.0,0.0,0.0,-2.0,8.0,2023-01-17 23:00:00
0.0,0.0,0.0,-1.7,8.6,2023-01-18 00:00:00
0.0,0.0,0.0,-1.9,8.2,2023-01-18 01:00:00
0.0,0.0,0.0,-2.1,7.1,2023-01-18 02:00:00
0.0,0.0,0.0,-2.2,7.1,2023-01-18 03:00:00
0.0,0.0,0.0,-1.9,9.4,2023-01-18 04:00:00
0.0,0.0,0.0,-1.8,11.0,2023-01-18 05:00:00
0.0,0.0,0.0,-1.7,11.9,2023-01-18 06:00:00
0.0,0.0,0.0,-1.5,12.9,2023-01-18 07:00:00
2.0,19.0,1.0,-1.3,13.5,2023-01-18 08:00:00
64.0,342.9,26.0,0.1,15.1,2023-01-18 09:00:00
164.0,622.5,44.0,1.5,14.5,2023-01-18 10:00:00
240.0,710.4,54.0,2.9,16.7,2023-01-18 11:00:00
275.0,734.3,59.0,3.7,20.7,2023-01-18 12:00:00
249.0,615.5,72.0,4.0,21.6,2023-01-18 13:00:00
